报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31,
在建工程(万元),,17908,,8487,4448,1603,6400,6610,3905,4310,7148,6598,4242,2711,2071,2416,404,2180,2092,1657,228104,240166,251387,268007,310606,310978,299628,1926,232208,170684,300160,258718,95260,77516,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),44688,45409,46053,46083,46804,47568,45185,45862,45650,46217,42522,42885,49247,53348,53552,53927,55726,54888,56979,54892,905181,904235,858524,875490,707937,701838,662563,1247,595808,596301,598858,646341,286534,294602,
开发支出(万元),1266,622,421,,,,2942,2942,3388,2942,6839,3897,,,,,,,,,,,,,,,,,,,,,,,
商誉(万元),1659,1659,1659,1659,1659,1659,1659,1659,1659,1659,1659,1659,3016,1659,1659,1659,4107,,,,10527,10516,10516,,10516,10516,10516,,10516,10516,10516,,28944,28944,
长期待摊费用(万元),41708,37598,38743,40073,33490,34905,25678,22933,20230,21013,16438,17121,17181,17729,18936,19467,18956,19297,20358,22077,25970,25232,29481,30034,85818,75286,67168,63164,55729,54871,46116,44762,26061,23278,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),135947,110750,106473,82227,98350,107988,81159,71858,77312,84438,59103,59460,43361,41781,29971,36120,43448,33735,31260,33405,44131,40359,32627,33511,27524,26124,25573,17637,24006,24111,22334,21299,60315,10255,
其他非流动资产(万元),814589,700297,663864,618256,566039,450208,474944,396057,412293,388612,200672,194875,153519,139374,174914,170043,146195,162832,151993,103204,157757,154225,287418,165077,287259,218223,191527,216946,136576,107394,178179,195815,255812,182855,
非流动资产合计(万元),10623063,10274741,10077374,9514213,9326144,9008841,8575646,8244713,7976588,8035667,8622335,7273932,8044183,7894990,7654377,6593277,7260996,6992032,6810828,5877835,2620769,2552189,2613255,2484497,2371829,2216319,2076042,5519943,1824875,1834983,1897710,1844648,1355709,985437,
资产总计(万元),12201167,11827253,11516218,11086072,10802185,10672541,10243356,9701462,9579130,9113194,9499472,8153540,9126861,8662799,8379687,7381024,8208551,8092216,7371209,6391003,3108031,3048460,3069769,2975950,2773828,2625267,2694030,6107209,2363513,2353727,2294513,2357067,2022018,1352686,
短期借款(万元),405117,336491,562404,514852,376648,141681,47501,30001,30001,26785,50001,50001,50001,35400,83900,89700,144971,147371,82370,69570,55126,58126,94126,94126,53150,37965,21063,34263,102113,142064,140517,141741,28250,30000,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据(万元),,,,,,,,,,,,,,,,,,,,,,,790,1790,500,338,2238,4900,9000,8500,4900,3400,,421,
应付账款(万元),103026,99460,,97012,,,37172,49122,32768,35624,29637,35322,35613,31252,24496,27954,18987,22167,16066,18017,12965,18685,12280,11569,4786,2438,21809,26303,1767,2194,2293,6159,418,178,
预收账款(万元),93621,100410,85952,124902,151328,119483,362601,306828,272330,224426,199299,206711,170446,173433,141466,177792,171161,173511,210069,210637,262000,244576,222285,221329,185993,174312,129557,138750,117107,86085,78696,115754,193064,59702,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),43838,42056,43677,91399,44308,33543,37392,80054,47152,26340,26058,54010,26874,21338,17020,38909,33501,25767,20331,38907,22642,18943,10114,29043,17765,14815,10261,22172,13829,11890,6699,16373,12598,5391,
应交税费(万元),75489,48809,54474,60768,71454,64084,89746,92727,83230,60350,51583,45397,43984,38159,32928,49531,51626,36179,40972,39353,26224,19184,15323,24248,19478,18173,21982,24038,18090,15166,34316,34614,56198,9357,
应付利息(万元),,,30007,21531,26967,,23792,17869,35859,39348,24939,12029,39685,30509,8467,8347,21010,21315,13018,6915,11118,14421,4705,6216,,,,4248,,,,1960,,,
应付股利(万元),696,85517,1074,1656,7469,,10965,6196,6704,155652,10900,13850,3218,177624,285,2885,4000,5500,42288,360,,,,480,,15722,2000,,,,20631,23228,,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他应付款(万元),,771492,,848034,,820171,730934,733871,634267,553983,487015,515897,471482,447653,417258,475910,518693,472675,485441,423185,395633,407056,451076,370619,401599,356935,353553,336161,248901,273538,276084,349760,348096,199660,
预提费用(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,,,,,713,713,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),658774,579613,433466,394862,866494,917903,960795,955008,633723,491246,434380,421003,249368,221332,186085,191077,236821,272337,201295,234941,131621,160822,151476,124115,138711,182850,176796,150763,174432,135661,165314,153992,83088,73571,
其他流动负债(万元),7508,10745,23950,116168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动负债合计(万元),2480801,2321353,2394057,2531381,2610119,2306976,2300897,2271675,1776033,1613754,1313812,1354220,1090672,1176701,911905,1062104,1200770,1176822,1111850,1041885,917331,941814,962886,884248,821982,803548,739259,741598,685240,675098,729450,846981,721712,378280,
长期借款(万元),1615294,1524769,1515063,1430636,1488156,1326772,1211472,1137266,1156539,1204279,903770,844754,950666,828948,770719,702717,1103528,1110648,1094414,908348,971334,956404,889816,905590,873541,782154,802394,805447,739292,836974,740174,742324,588059,586697,
应付债券(万元),977141,965836,762131,715639,504197,492953,482769,489648,990965,844669,844319,843410,1031525,734754,739822,733501,227062,286488,286534,286132,246830,246539,246251,245963,196499,147083,146900,146717,60272,,,,,,
长期应付款(万元),,91433,,138592,139012,151449,141375,141570,142272,148536,148003,147571,144691,144692,137105,137767,,,,147757,,,,,,,,,,,,,,,
专项应付款(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168244,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,,,,,,,713,,,,,,,,,,
长期递延收益(万元),22702,22018,21100,21246,19440,18936,19075,19214,19460,20345,18759,19541,19148,19228,18526,19435,,,,19850,,,,,,,,,,,,,,,
递延所得税负债(万元),1171676,1149200,1132520,1100866,1050393,1059950,1007135,971440,951964,990676,1187770,910435,1139380,1117596,1090327,836191,1046682,1015482,999525,775673,565,565,573,3601,579,579,579,830199,,,,3191,1549,130,
其他非流动负债(万元),709109,740816,616016,618129,498320,539763,284378,277452,283758,76762,42451,41532,49782,49782,69682,69682,195778,199134,240132,74442,242030,192640,209887,210205,159863,163605,214754,315606,173498,170715,187649,158596,216077,28765,
非流动负债合计(万元),4922053,4831036,4452588,4025109,3699518,3589823,3146203,3036590,3544959,3285267,3145072,2807243,3335191,2895001,2826182,2499293,2573051,2611752,2620606,2212201,1460760,1396148,1346527,1365358,1231194,1093421,1164626,2097970,973062,1007688,927823,904112,805685,783837,
负债合计(万元),7402853,7152389,6846645,6556489,6309637,5896799,5447100,5308265,5320992,4899021,4458884,4161463,4425863,4071702,3738087,3561397,3773820,3788574,3732456,3254086,2378090,2337962,2309414,2249606,2053176,1896969,1903885,2839568,1658303,1682787,1657273,1751094,1527397,1162116,
实收资本(或股本)(万元),355000,355000,355000,355000,355000,393892,393892,362392,362392,362392,362392,362392,362392,362392,362392,362392,362392,362392,308033,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,300000,19646,
资本公积(万元),421484,421484,448771,449002,431337,783732,830611,536212,536127,560266,713964,562001,569597,569508,568146,562698,562635,563104,57561,22751,22324,22324,22490,22945,22490,22554,22554,34353,22554,22554,22554,25980,18177,88591,
减:库存股(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
专项储备(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盈余公积(万元),181685,181685,181685,181685,162308,162308,162308,162308,122611,122611,122611,122611,103072,103072,103072,103072,84647,84647,84647,84647,63595,63595,63595,63595,49064,49064,49064,45891,34399,34399,34399,33359,12358,9038,
一般风险准备(万元),,,,,1330,1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润(万元),3364451,3250335,3173261,3062942,3055333,2943170,2884077,2825469,2741352,2661894,3396348,2609581,3237749,3136806,3185377,2459726,3019654,2901982,2789362,2404665,237917,208007,244994,208294,215171,174694,242314,2487602,187042,151112,121201,90343,118569,52768,
拟分配现金股利(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外币报表折算差额(万元),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司股东权益合计(万元),4456099,4344259,4339089,4171406,4129755,4451718,4463653,4042677,3896046,3851779,4595314,3656585,4272810,4171778,4218986,3487887,4029327,3912124,3239602,2812062,623836,593926,631079,594833,586725,546312,613933,2867846,543995,508065,478155,449682,449104,170043,
少数股东权益(万元),342215,330605,330484,358176,362793,324025,332603,350520,362092,362393,445273,335492,428188,419319,422614,331740,405404,391518,399151,324854,106105,116572,129276,131511,133927,181985,176212,399795,161216,162875,159085,156291,45517,20527,
所有者权益(或股东权益)合计(万元),4798314,4674864,4669573,4529583,4492548,4775743,4796256,4393197,4258138,4214172,5040588,3992077,4700998,4591097,4641601,3819627,4434731,4303642,3638753,3136917,729941,710498,760355,726344,720652,728298,790145,3267641,705211,670941,637240,605973,494620,190570,
负债和所有者权益(或股东权益)总计(万元),12201167,11827253,11516218,11086072,10802185,10672541,10243356,9701462,9579130,9113194,9499472,8153540,9126861,8662799,8379687,7381024,8208551,8092216,7371209,6391003,3108031,3048460,3069769,2975950,2773828,2625267,2694030,6107209,2363513,2353727,2294513,2357067,2022018,1352686,		
